text,intent,shape
what is the circumference of a ellipse please,calculate_perimeter,ellipse
i want to circumference of a trapezoid,calculate_perimeter,trapezoid
i want to find the perimeter,calculate_perimeter,
what is the perimeter of a triangle please,calculate_perimeter,triangle
please calculate circumference of square,calculate_perimeter,square
i want to what is the circumference of a polygon,calculate_perimeter,polygon
What is the perimeter of a circle,calculate_perimeter,circle
LENGTH AROUND RECTANGLE,calculate_perimeter,rectangle
calculate the perimeter of a polygon please,calculate_perimeter,polygon
GET THE CIRCUMFERENCE,calculate_perimeter,
can you find perimeter of polygon,calculate_perimeter,polygon
i want to calculate the perimeter of a triangle,calculate_perimeter,triangle
please calculate circumference of parallelogram,calculate_perimeter,parallelogram
what  is  the  circumference  of  a  ellipse,calculate_perimeter,ellipse
find the perimeter,calculate_perimeter,
please circumference of a parallelogram,calculate_perimeter,parallelogram
FIND PERIMETER OF CIRCLE,calculate_perimeter,circle
i want to what is the perimeter of a right triangle,calculate_perimeter,right_triangle
get the circumference please,calculate_perimeter,
Trapezoid perimeter,calculate_perimeter,trapezoid
calculate circumference of parallelogram please,calculate_perimeter,parallelogram
find the perimeter please,calculate_perimeter,
can you how long is the border of polygon,calculate_perimeter,polygon
Length around square,calculate_perimeter,square
PERIMETER OF RECTANGLE,calculate_perimeter,rectangle
Calculate the perimeter of a rectangle,calculate_perimeter,rectangle
calculate circumference of parallelogram?,calculate_perimeter,parallelogram
i want to calculate the perimeter of a ellipse,calculate_perimeter,ellipse
POLYGON PERIMETER,calculate_perimeter,polygon
length around trapezoid please,calculate_perimeter,trapezoid
i want to what is the perimeter of a circle,calculate_perimeter,circle
get  the  circumference,calculate_perimeter,
What is the circumference of a ellipse,calculate_perimeter,ellipse
Square perimeter,calculate_perimeter,square
i want to how long is the border of square,calculate_perimeter,square
please parallelogram perimeter,calculate_perimeter,parallelogram
calculate  the  perimeter  of  a  circle,calculate_perimeter,circle
what is the perimeter of a square please,calculate_perimeter,square
LENGTH AROUND RECTANGLE,calculate_perimeter,rectangle
get the circumference?,calculate_perimeter,
please calculate circumference of circle,calculate_perimeter,circle
perimeter of parallelogram,calculate_perimeter,parallelogram
calculate  the  perimeter  of  a  triangle,calculate_perimeter,triangle
can you what is the perimeter of a square,calculate_perimeter,square
length around parallelogram,calculate_perimeter,parallelogram
length around triangle,calculate_perimeter,triangle
perimeter  of  right  triangle,calculate_perimeter,right_triangle
length around triangle?,calculate_perimeter,triangle
i want to ellipse perimeter,calculate_perimeter,ellipse
find perimeter of polygon please,calculate_perimeter,polygon
CIRCLE PERIMETER,calculate_perimeter,circle
please find the perimeter,calculate_perimeter,
perimeter of square please,calculate_perimeter,square
can you parallelogram perimeter,calculate_perimeter,parallelogram
length around parallelogram,calculate_perimeter,parallelogram
calculate the perimeter of a parallelogram,calculate_perimeter,parallelogram
Perimeter of ellipse,calculate_perimeter,ellipse
calculate  circumference  of  circle,calculate_perimeter,circle
polygon perimeter,calculate_perimeter,polygon
find perimeter of polygon?,calculate_perimeter,polygon
can you calculate circumference of square,calculate_perimeter,square
What is the circumference of a circle,calculate_perimeter,circle
length around trapezoid please,calculate_perimeter,trapezoid
find the perimeter,calculate_perimeter,
how long is the border of polygon please,calculate_perimeter,polygon
please what is the circumference of a circle,calculate_perimeter,circle
ellipse perimeter please,calculate_perimeter,ellipse
length around triangle,calculate_perimeter,triangle
Polygon perimeter,calculate_perimeter,polygon
How long is the border of rectangle,calculate_perimeter,rectangle
WHAT IS THE PERIMETER OF A PARALLELOGRAM,calculate_perimeter,parallelogram
can you length around rectangle,calculate_perimeter,rectangle
get the circumference,calculate_perimeter,
FIND PERIMETER OF RECTANGLE,calculate_perimeter,rectangle
i want to what is the circumference of a ellipse,calculate_perimeter,ellipse
calculate circumference of polygon,calculate_perimeter,polygon
i want to perimeter of ellipse,calculate_perimeter,ellipse
can you calculate circumference of ellipse,calculate_perimeter,ellipse
calculate the perimeter of a ellipse please,calculate_perimeter,ellipse
i want to perimeter of ellipse,calculate_perimeter,ellipse
what is the circumference of a trapezoid please,calculate_perimeter,trapezoid
can you calculate the perimeter of a circle,calculate_perimeter,circle
can you length around triangle,calculate_perimeter,triangle
find the perimeter please,calculate_perimeter,
i want to what is the perimeter of a ellipse,calculate_perimeter,ellipse
i want to calculate circumference of parallelogram,calculate_perimeter,parallelogram
calculate circumference of circle please,calculate_perimeter,circle
please how long is the border of rectangle,calculate_perimeter,rectangle
what  is  the  perimeter  of  a  ellipse,calculate_perimeter,ellipse
trapezoid perimeter,calculate_perimeter,trapezoid
perimeter of circle please,calculate_perimeter,circle
what is the circumference of a parallelogram?,calculate_perimeter,parallelogram
what is the circumference of a triangle,calculate_perimeter,triangle
WHAT IS THE CIRCUMFERENCE OF A POLYGON,calculate_perimeter,polygon
what is the perimeter of a trapezoid please,calculate_perimeter,trapezoid
triangle perimeter?,calculate_perimeter,triangle
please length around triangle,calculate_perimeter,triangle
can you circumference of a ellipse,calculate_perimeter,ellipse
please get the circumference,calculate_perimeter,
What is the perimeter of a ellipse,calculate_perimeter,ellipse
i want to what is the circumference of a polygon,calculate_perimeter,polygon
perimeter of rectangle,calculate_perimeter,rectangle
calculate the perimeter of a right triangle?,calculate_perimeter,right_triangle
calculate the perimeter of a square,calculate_perimeter,square
perimeter of trapezoid please,calculate_perimeter,trapezoid
get the circumference?,calculate_perimeter,
please circumference of a triangle,calculate_perimeter,triangle
WHAT IS THE PERIMETER OF A ELLIPSE,calculate_perimeter,ellipse
PERIMETER OF TRIANGLE,calculate_perimeter,triangle
what is the perimeter of a trapezoid?,calculate_perimeter,trapezoid
trapezoid perimeter please,calculate_perimeter,trapezoid
find  perimeter  of  triangle,calculate_perimeter,triangle
can you what is the circumference of a circle,calculate_perimeter,circle
Circumference of a right triangle,calculate_perimeter,right_triangle
Calculate the perimeter of a parallelogram,calculate_perimeter,parallelogram
what is the circumference of a right triangle?,calculate_perimeter,right_triangle
please find perimeter of right triangle,calculate_perimeter,right_triangle
how long is the border of circle please,calculate_perimeter,circle
what  is  the  circumference  of  a  right  triangle,calculate_perimeter,right_triangle
i want to find perimeter of ellipse,calculate_perimeter,ellipse
Get the circumference,calculate_perimeter,
i want to what is the perimeter of a right triangle,calculate_perimeter,right_triangle
i want to perimeter of parallelogram,calculate_perimeter,parallelogram
How long is the border of circle,calculate_perimeter,circle
can you find the perimeter,calculate_perimeter,
please calculate circumference of square,calculate_perimeter,square
how long is the border of polygon please,calculate_perimeter,polygon
please length around rectangle,calculate_perimeter,rectangle
circle perimeter,calculate_perimeter,circle
please what is the perimeter of a parallelogram,calculate_perimeter,parallelogram
WHAT IS THE PERIMETER OF A ELLIPSE,calculate_perimeter,ellipse
what  is  the  perimeter  of  a  parallelogram,calculate_perimeter,parallelogram
can you find the perimeter,calculate_perimeter,
circumference  of  a  square,calculate_perimeter,square
i want to calculate circumference of square,calculate_perimeter,square
get the circumference please,calculate_perimeter,
Get the circumference,calculate_perimeter,
can you perimeter of trapezoid,calculate_perimeter,trapezoid
Circumference of a circle,calculate_perimeter,circle
calculate  the  perimeter  of  a  square,calculate_perimeter,square
Calculate circumference of triangle,calculate_perimeter,triangle
CIRCUMFERENCE OF A CIRCLE,calculate_perimeter,circle
what is the perimeter of a rectangle?,calculate_perimeter,rectangle
GET THE CIRCUMFERENCE,calculate_perimeter,
how long is the border of right triangle please,calculate_perimeter,right_triangle
Circumference of a circle,calculate_perimeter,circle
what is the perimeter of a ellipse?,calculate_perimeter,ellipse
i want to right triangle perimeter,calculate_perimeter,right_triangle
can you what is the circumference of a right triangle,calculate_perimeter,right_triangle
please find the perimeter,calculate_perimeter,
circumference of a polygon,calculate_perimeter,polygon
what is the perimeter of a trapezoid please,calculate_perimeter,trapezoid
how long is the border of triangle?,calculate_perimeter,triangle
i want to calculate the perimeter of a polygon,calculate_perimeter,polygon
can you find perimeter of trapezoid,calculate_perimeter,trapezoid
i want to calculate the volume of a rectangular prism,calculate_volume,rectangular_prism
i want to find volume of pyramid,calculate_volume,pyramid
find volume of torus?,calculate_volume,torus
Volume of a cylinder,calculate_volume,cylinder
i want to how much can a sphere hold,calculate_volume,sphere
what's  the  volume,calculate_volume,
i want to prism volume,calculate_volume,prism
find  volume  of  cylinder,calculate_volume,cylinder
please volume of a torus,calculate_volume,torus
cone volume,calculate_volume,cone
what is the volume of a cone please,calculate_volume,cone
How much can a cylinder hold,calculate_volume,cylinder
find the volume of the rectangular prism please,calculate_volume,rectangular_prism
Find the volume of the torus,calculate_volume,torus
capacity of prism?,calculate_volume,prism
VOLUME OF A SPHERE,calculate_volume,sphere
volume  of  a  cube,calculate_volume,cube
FIND VOLUME OF TORUS,calculate_volume,torus
i want to what's the volume,calculate_volume,
can you what is the volume of a cube,calculate_volume,cube
HOW MUCH CAN A CYLINDER HOLD,calculate_volume,cylinder
CALCULATE THE VOLUME OF A RECTANGULAR PRISM,calculate_volume,rectangular_prism
